origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
MIA,CIZ,Miami International Airport,Coari Airport,MIA → PUJ → BSB → MAO → CIZ,5,3,8213.12,3807.26,0.464,"G3, AD","[{'from': 'MIA', 'to': 'PUJ', 'airline': 'G3', 'distance': 1466.3}, {'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'CIZ', 'airline': 'AD', 'distance': 363.16}]"
BYO,BPG,Bonito Airport,Barra do Gar�as Airport,BYO → CMG → CGR → CGB → BPG,5,3,1588.85,736.2,0.463,"G3, AD","[{'from': 'BYO', 'to': 'CMG', 'airline': 'AD', 'distance': 279.24}, {'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'CGB', 'airline': 'G3', 'distance': 556.82}, {'from': 'CGB', 'to': 'BPG', 'airline': 'AD', 'distance': 399.6}]"
IMP,BRA,Prefeito Renato Moreira Airport,Barreiras Airport,IMP → BSB → BRA,3,1,1676.27,776.22,0.463,"G3, AD","[{'from': 'IMP', 'to': 'BSB', 'airline': 'G3', 'distance': 1150.62}, {'from': 'BSB', 'to': 'BRA', 'airline': 'AD', 'distance': 525.65}]"
BRA,IMP,Barreiras Airport,Prefeito Renato Moreira Airport,BRA → BSB → IMP,3,1,1676.27,776.22,0.463,"G3, AD","[{'from': 'BRA', 'to': 'BSB', 'airline': 'AD', 'distance': 525.65}, {'from': 'BSB', 'to': 'IMP', 'airline': 'G3', 'distance': 1150.62}]"
CGB,ITB,Marechal Rondon Airport,Itaituba Airport,CGB → PVH → MAO → STM → ITB,5,3,2737.6,1268.86,0.463,"G3, AD","[{'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'STM', 'airline': 'G3', 'distance': 588.62}, {'from': 'STM', 'to': 'ITB', 'airline': 'AD', 'distance': 242.97}]"
ITB,CGB,Itaituba Airport,Marechal Rondon Airport,ITB → STM → MAO → PVH → CGB,5,3,2737.6,1268.86,0.463,"G3, AD","[{'from': 'ITB', 'to': 'STM', 'airline': 'AD', 'distance': 242.97}, {'from': 'STM', 'to': 'MAO', 'airline': 'G3', 'distance': 588.62}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}]"
JJD,IRZ,Jericoacoara,Tapuruquara Airport,JJD → GRU → MAO → TFF → IRZ,5,3,5972.18,2764.76,0.463,"G3, AD","[{'from': 'JJD', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.97}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'IRZ', 'airline': 'AD', 'distance': 335.39}]"
ITB,CKS,Itaituba Airport,Caraj�s Airport,ITB → STM → BEL → CKS,4,2,1506.86,696.22,0.462,"G3, AD","[{'from': 'ITB', 'to': 'STM', 'airline': 'AD', 'distance': 242.97}, {'from': 'STM', 'to': 'BEL', 'airline': 'G3', 'distance': 710.76}, {'from': 'BEL', 'to': 'CKS', 'airline': 'G3', 'distance': 553.13}]"
CKS,ITB,Caraj�s Airport,Itaituba Airport,CKS → BEL → STM → ITB,4,2,1506.86,696.22,0.462,"G3, AD","[{'from': 'CKS', 'to': 'BEL', 'airline': 'G3', 'distance': 553.13}, {'from': 'BEL', 'to': 'STM', 'airline': 'G3', 'distance': 710.76}, {'from': 'STM', 'to': 'ITB', 'airline': 'AD', 'distance': 242.97}]"
PHB,PAV,Prefeito Doutor Jo�o Silva Filho Airport,Paulo Afonso Airport,PHB → FOR → SSA → PAV,4,2,1774.31,819.46,0.462,"G3, AD","[{'from': 'PHB', 'to': 'FOR', 'airline': 'AD', 'distance': 368.46}, {'from': 'FOR', 'to': 'SSA', 'airline': 'G3', 'distance': 1015.73}, {'from': 'SSA', 'to': 'PAV', 'airline': 'AD', 'distance': 390.12}]"
PAV,PHB,Paulo Afonso Airport,Prefeito Doutor Jo�o Silva Filho Airport,PAV → SSA → FOR → PHB,4,2,1774.31,819.46,0.462,"G3, AD","[{'from': 'PAV', 'to': 'SSA', 'airline': 'AD', 'distance': 390.12}, {'from': 'SSA', 'to': 'FOR', 'airline': 'G3', 'distance': 1015.73}, {'from': 'FOR', 'to': 'PHB', 'airline': 'AD', 'distance': 368.46}]"
ROO,TOW,Maestro Marinho Franco Airport,Toledo Airport,ROO → CGB → LDB → CWB → TOW,5,3,1961.29,907.02,0.462,"G3, AD","[{'from': 'ROO', 'to': 'CGB', 'airline': 'AD', 'distance': 181.31}, {'from': 'CGB', 'to': 'LDB', 'airline': 'AD', 'distance': 1001.02}, {'from': 'LDB', 'to': 'CWB', 'airline': 'G3', 'distance': 314.17}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
PAV,AUX,Paulo Afonso Airport,Aragua�na Airport,PAV → SSA → BSB → AUX,4,2,2436.37,1125.3,0.462,"G3, AD","[{'from': 'PAV', 'to': 'SSA', 'airline': 'AD', 'distance': 390.12}, {'from': 'SSA', 'to': 'BSB', 'airline': 'G3', 'distance': 1084.75}, {'from': 'BSB', 'to': 'AUX', 'airline': 'AD', 'distance': 961.5}]"
AUX,PAV,Aragua�na Airport,Paulo Afonso Airport,AUX → BSB → SSA → PAV,4,2,2436.37,1125.3,0.462,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'SSA', 'airline': 'G3', 'distance': 1084.75}, {'from': 'SSA', 'to': 'PAV', 'airline': 'AD', 'distance': 390.12}]"
BYO,AEP,Bonito Airport,Jorge Newbery Airpark,BYO → CMG → CGR → GRU → AEP,5,3,3233.91,1492.63,0.462,"G3, AD","[{'from': 'BYO', 'to': 'CMG', 'airline': 'AD', 'distance': 279.24}, {'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'GRU', 'airline': 'G3', 'distance': 907.48}, {'from': 'GRU', 'to': 'AEP', 'airline': 'G3', 'distance': 1694.0}]"
RVD,STM,General Leite de Castro Airport,Maestro Wilson Fonseca Airport,RVD → VCP → BEL → STM,4,2,3819.53,1763.72,0.462,"G3, AD","[{'from': 'RVD', 'to': 'VCP', 'airline': 'AD', 'distance': 699.47}, {'from': 'VCP', 'to': 'BEL', 'airline': 'AD', 'distance': 2409.3}, {'from': 'BEL', 'to': 'STM', 'airline': 'G3', 'distance': 710.76}]"
STM,RVD,Maestro Wilson Fonseca Airport,General Leite de Castro Airport,STM → BEL → BSB → VCP → RVD,5,3,3820.59,1763.72,0.462,"G3, AD","[{'from': 'STM', 'to': 'BEL', 'airline': 'G3', 'distance': 710.76}, {'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'RVD', 'airline': 'AD', 'distance': 699.47}]"
CCS,AUX,Sim�n Bol�var International Airport,Aragua�na Airport,CCS → GRU → BSB → AUX,4,2,6210.15,2870.26,0.462,"G3, AD","[{'from': 'CCS', 'to': 'GRU', 'airline': 'G3', 'distance': 4393.78}, {'from': 'GRU', 'to': 'BSB', 'airline': 'G3', 'distance': 854.87}, {'from': 'BSB', 'to': 'AUX', 'airline': 'AD', 'distance': 961.5}]"
AUX,CCS,Aragua�na Airport,Sim�n Bol�var International Airport,AUX → BSB → GRU → CCS,4,2,6210.15,2870.26,0.462,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'GRU', 'airline': 'G3', 'distance': 854.87}, {'from': 'GRU', 'to': 'CCS', 'airline': 'G3', 'distance': 4393.78}]"
MDZ,ERN,El Plumerillo Airport,Eirunep� Airport,MDZ → GRU → MAO → TFF → ERN,5,3,6312.25,2914.6,0.462,"G3, AD","[{'from': 'MDZ', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.27}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'ERN', 'airline': 'AD', 'distance': 676.16}]"
ERN,MDZ,Eirunep� Airport,El Plumerillo Airport,ERN → TFF → MAO → GRU → MDZ,5,3,6312.25,2914.6,0.462,"G3, AD","[{'from': 'ERN', 'to': 'TFF', 'airline': 'AD', 'distance': 676.16}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'MDZ', 'airline': 'G3', 'distance': 2418.27}]"
TFF,MCO,Tef� Airport,Orlando International Airport,TFF → MAO → BSB → MCO,4,2,8565.0,3956.82,0.462,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'MCO', 'airline': 'G3', 'distance': 6096.03}]"
DTW,BAZ,Detroit Metropolitan Wayne County Airport,Barcelos Airport,DTW → GRU → MAO → BAZ,4,2,11313.59,5222.26,0.462,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'BAZ', 'airline': 'AD', 'distance': 392.47}]"
BAZ,DTW,Barcelos Airport,Detroit Metropolitan Wayne County Airport,BAZ → MAO → GRU → DTW,4,2,11313.59,5222.26,0.462,"G3, AD","[{'from': 'BAZ', 'to': 'MAO', 'airline': 'AD', 'distance': 392.47}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'DTW', 'airline': 'G3', 'distance': 8223.66}]"
DTW,ERN,Detroit Metropolitan Wayne County Airport,Eirunep� Airport,DTW → GRU → MAO → TFF → ERN,5,3,12117.64,5601.45,0.462,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'ERN', 'airline': 'AD', 'distance': 676.16}]"
ERN,DTW,Eirunep� Airport,Detroit Metropolitan Wayne County Airport,ERN → TFF → MAO → GRU → DTW,5,3,12117.64,5601.45,0.462,"G3, AD","[{'from': 'ERN', 'to': 'TFF', 'airline': 'AD', 'distance': 676.16}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'DTW', 'airline': 'G3', 'distance': 8223.66}]"
PUJ,LIS,Punta Cana International Airport,Humberto Delgado Airport (Lisbon Portela Airport),PUJ → BSB → VCP → LIS,4,2,13161.16,6084.99,0.462,"G3, AD","[{'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LIS', 'airline': 'AD', 'distance': 7928.11}]"
CFB,CGH,Cabo Frio Airport,Congonhas Airport,CFB → VCP → JTC → CGH,4,2,1029.93,474.53,0.461,"G3, AD","[{'from': 'CFB', 'to': 'VCP', 'airline': 'AD', 'distance': 518.14}, {'from': 'VCP', 'to': 'JTC', 'airline': 'AD', 'distance': 217.76}, {'from': 'JTC', 'to': 'CGH', 'airline': 'G3', 'distance': 294.03}]"
THE,PMW,Senador Petr�nio Portela Airport,Brigadeiro Lysias Rodrigues Airport,THE → SLZ → BEL → MAB → AUX → PMW,6,4,1826.52,842.59,0.461,"G3, AD","[{'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}, {'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'MAB', 'airline': 'G3', 'distance': 449.63}, {'from': 'MAB', 'to': 'AUX', 'airline': 'AD', 'distance': 229.31}, {'from': 'AUX', 'to': 'PMW', 'airline': 'AD', 'distance': 340.9}]"
PMW,THE,Brigadeiro Lysias Rodrigues Airport,Senador Petr�nio Portela Airport,PMW → AUX → MAB → BEL → SLZ → THE,6,4,1826.52,842.59,0.461,"G3, AD","[{'from': 'PMW', 'to': 'AUX', 'airline': 'AD', 'distance': 340.9}, {'from': 'AUX', 'to': 'MAB', 'airline': 'AD', 'distance': 229.31}, {'from': 'MAB', 'to': 'BEL', 'airline': 'G3', 'distance': 449.63}, {'from': 'BEL', 'to': 'SLZ', 'airline': 'AD', 'distance': 490.13}, {'from': 'SLZ', 'to': 'THE', 'airline': 'AD', 'distance': 316.55}]"
AFL,SJL,Piloto Osvaldo Marques Dias Airport,S�o Gabriel da Cachoeira Airport,AFL → CGB → PVH → MAO → TFF → SJL,6,4,3508.57,1617.62,0.461,"G3, AD","[{'from': 'AFL', 'to': 'CGB', 'airline': 'AD', 'distance': 643.43}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'SJL', 'airline': 'AD', 'distance': 438.77}]"
SJL,AFL,S�o Gabriel da Cachoeira Airport,Piloto Osvaldo Marques Dias Airport,SJL → TFF → MAO → PVH → CGB → AFL,6,4,3508.57,1617.62,0.461,"G3, AD","[{'from': 'SJL', 'to': 'TFF', 'airline': 'AD', 'distance': 438.77}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'AFL', 'airline': 'AD', 'distance': 643.43}]"
TUR,VVI,Tucuru� Airport,Viru Viru International Airport,TUR → BEL → GRU → VVI,4,2,4612.15,2123.92,0.461,"G3, AD","[{'from': 'TUR', 'to': 'BEL', 'airline': 'AD', 'distance': 301.19}, {'from': 'BEL', 'to': 'GRU', 'airline': 'G3', 'distance': 2462.04}, {'from': 'GRU', 'to': 'VVI', 'airline': 'G3', 'distance': 1848.92}]"
PVH,OLC,Governador Jorge Teixeira de Oliveira Airport,Senadora Eunice Micheles Airport,PVH → MAO → TFF → OLC,4,2,1747.17,804.55,0.46,"G3, AD","[{'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'OLC', 'airline': 'AD', 'distance': 465.87}]"
OLC,PVH,Senadora Eunice Micheles Airport,Governador Jorge Teixeira de Oliveira Airport,OLC → TFF → MAO → PVH,4,2,1747.17,804.55,0.46,"G3, AD","[{'from': 'OLC', 'to': 'TFF', 'airline': 'AD', 'distance': 465.87}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}]"
TUR,RVD,Tucuru� Airport,General Leite de Castro Airport,TUR → BEL → BSB → VCP → RVD,5,3,3411.02,1567.93,0.46,"G3, AD","[{'from': 'TUR', 'to': 'BEL', 'airline': 'AD', 'distance': 301.19}, {'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'RVD', 'airline': 'AD', 'distance': 699.47}]"
RBR,BYO,Pl�cido de Castro Airport,Bonito Airport,RBR → PVH → CGB → VCP → BYO,5,3,3828.52,1759.98,0.46,"G3, AD","[{'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'BYO', 'airline': 'AD', 'distance': 979.35}]"
PUJ,ATM,Punta Cana International Airport,Altamira Airport,PUJ → BSB → BEL → ATM,4,2,6516.02,2999.76,0.46,"G3, AD","[{'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'BEL', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BEL', 'to': 'ATM', 'airline': 'AD', 'distance': 468.61}]"
ATM,PUJ,Altamira Airport,Punta Cana International Airport,ATM → BEL → BSB → PUJ,4,2,6516.02,2999.76,0.46,"G3, AD","[{'from': 'ATM', 'to': 'BEL', 'airline': 'AD', 'distance': 468.61}, {'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'PUJ', 'airline': 'G3', 'distance': 4435.05}]"
PVH,CIZ,Governador Jorge Teixeira de Oliveira Airport,Coari Airport,PVH → MAO → CIZ,3,1,1124.1,515.8,0.459,"G3, AD","[{'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'CIZ', 'airline': 'AD', 'distance': 363.16}]"
CIZ,PVH,Coari Airport,Governador Jorge Teixeira de Oliveira Airport,CIZ → MAO → PVH,3,1,1124.1,515.8,0.459,"G3, AD","[{'from': 'CIZ', 'to': 'MAO', 'airline': 'AD', 'distance': 363.16}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}]"
THE,LEC,Senador Petr�nio Portela Airport,Coronel Hor�cio de Mattos Airport,THE → FOR → SSA → LEC,4,2,1836.36,842.62,0.459,"G3, AD","[{'from': 'THE', 'to': 'FOR', 'airline': 'G3', 'distance': 496.65}, {'from': 'FOR', 'to': 'SSA', 'airline': 'G3', 'distance': 1015.73}, {'from': 'SSA', 'to': 'LEC', 'airline': 'AD', 'distance': 323.98}]"
LEC,THE,Coronel Hor�cio de Mattos Airport,Senador Petr�nio Portela Airport,LEC → SSA → FOR → THE,4,2,1836.36,842.62,0.459,"G3, AD","[{'from': 'LEC', 'to': 'SSA', 'airline': 'AD', 'distance': 323.98}, {'from': 'SSA', 'to': 'FOR', 'airline': 'G3', 'distance': 1015.73}, {'from': 'FOR', 'to': 'THE', 'airline': 'G3', 'distance': 496.65}]"
MDZ,DOU,El Plumerillo Airport,Dourados Airport,MDZ → GRU → CWB → VCP → DOU,5,3,3930.56,1804.23,0.459,"G3, AD","[{'from': 'MDZ', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.27}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'DOU', 'airline': 'AD', 'distance': 804.78}]"
DOU,MDZ,Dourados Airport,El Plumerillo Airport,DOU → VCP → CWB → GRU → MDZ,5,3,3930.56,1804.23,0.459,"G3, AD","[{'from': 'DOU', 'to': 'VCP', 'airline': 'AD', 'distance': 804.78}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}, {'from': 'CWB', 'to': 'GRU', 'airline': 'G3', 'distance': 359.1}, {'from': 'GRU', 'to': 'MDZ', 'airline': 'G3', 'distance': 2418.27}]"
JJD,BAZ,Jericoacoara,Barcelos Airport,JJD → GRU → MAO → BAZ,4,2,5508.9,2529.55,0.459,"G3, AD","[{'from': 'JJD', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.97}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'BAZ', 'airline': 'AD', 'distance': 392.47}]"
CXJ,MVD,Hugo Cantergiani Regional Airport,Carrasco International /General C L Berisso Airport,CXJ → CWB → POA → MVD,4,2,1693.27,775.62,0.458,"G3, AD","[{'from': 'CXJ', 'to': 'CWB', 'airline': 'AD', 'distance': 453.71}, {'from': 'CWB', 'to': 'POA', 'airline': 'G3', 'distance': 533.96}, {'from': 'POA', 'to': 'MVD', 'airline': 'AD', 'distance': 705.6}]"
MVD,CXJ,Carrasco International /General C L Berisso Airport,Hugo Cantergiani Regional Airport,MVD → POA → CWB → CXJ,4,2,1693.27,775.62,0.458,"G3, AD","[{'from': 'MVD', 'to': 'POA', 'airline': 'G3', 'distance': 705.6}, {'from': 'POA', 'to': 'CWB', 'airline': 'G3', 'distance': 533.96}, {'from': 'CWB', 'to': 'CXJ', 'airline': 'AD', 'distance': 453.71}]"
PIN,AUX,Parintins Airport,Aragua�na Airport,PIN → MAO → BEL → MAB → AUX,5,3,2343.71,1072.55,0.458,"G3, AD","[{'from': 'PIN', 'to': 'MAO', 'airline': 'AD', 'distance': 365.7}, {'from': 'MAO', 'to': 'BEL', 'airline': 'G3', 'distance': 1299.07}, {'from': 'BEL', 'to': 'MAB', 'airline': 'G3', 'distance': 449.63}, {'from': 'MAB', 'to': 'AUX', 'airline': 'AD', 'distance': 229.31}]"
AUX,PIN,Aragua�na Airport,Parintins Airport,AUX → MAB → BEL → MAO → PIN,5,3,2343.71,1072.55,0.458,"G3, AD","[{'from': 'AUX', 'to': 'MAB', 'airline': 'AD', 'distance': 229.31}, {'from': 'MAB', 'to': 'BEL', 'airline': 'G3', 'distance': 449.63}, {'from': 'BEL', 'to': 'MAO', 'airline': 'G3', 'distance': 1299.07}, {'from': 'MAO', 'to': 'PIN', 'airline': 'AD', 'distance': 365.7}]"
EZE,CCM,Ministro Pistarini International Airport,Diom�cio Freitas Airport,EZE → CWB → VCP → CCM,4,2,2392.73,1095.51,0.458,"G3, AD","[{'from': 'EZE', 'to': 'CWB', 'airline': 'G3', 'distance': 1368.74}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'CCM', 'airline': 'AD', 'distance': 675.58}]"
TFF,JFK,Tef� Airport,John F Kennedy International Airport,TFF → MAO → GRU → JFK,4,2,10881.8,4981.05,0.458,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'JFK', 'airline': 'G3', 'distance': 7663.98}]"
JFK,TFF,John F Kennedy International Airport,Tef� Airport,JFK → GRU → MAO → TFF,4,2,10881.8,4981.05,0.458,"G3, AD","[{'from': 'JFK', 'to': 'GRU', 'airline': 'G3', 'distance': 7663.98}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}]"
CPV,IMP,Presidente Jo�o Suassuna Airport,Prefeito Renato Moreira Airport,CPV → SSA → FOR → SLZ → IMP,5,3,2828.38,1292.26,0.457,"G3, AD","[{'from': 'CPV', 'to': 'SSA', 'airline': 'G3', 'distance': 680.88}, {'from': 'SSA', 'to': 'FOR', 'airline': 'G3', 'distance': 1015.73}, {'from': 'FOR', 'to': 'SLZ', 'airline': 'G3', 'distance': 646.69}, {'from': 'SLZ', 'to': 'IMP', 'airline': 'AD', 'distance': 485.08}]"
OPS,MCP,Presidente Jo�o Batista Figueiredo Airport,Alberto Alcolumbre Airport,OPS → CGB → BSB → MCP,4,2,3103.9,1417.65,0.457,"G3, AD","[{'from': 'OPS', 'to': 'CGB', 'airline': 'AD', 'distance': 422.87}, {'from': 'CGB', 'to': 'BSB', 'airline': 'G3', 'distance': 877.35}, {'from': 'BSB', 'to': 'MCP', 'airline': 'G3', 'distance': 1803.68}]"
SCL,ERN,Comodoro Arturo Merino Ben�tez International Airport,Eirunep� Airport,SCL → GRU → MAO → TFF → ERN,5,3,6508.06,2976.32,0.457,"G3, AD","[{'from': 'SCL', 'to': 'GRU', 'airline': 'G3', 'distance': 2614.08}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'ERN', 'airline': 'AD', 'distance': 676.16}]"
ERN,SCL,Eirunep� Airport,Comodoro Arturo Merino Ben�tez International Airport,ERN → TFF → MAO → GRU → SCL,5,3,6508.06,2976.32,0.457,"G3, AD","[{'from': 'ERN', 'to': 'TFF', 'airline': 'AD', 'distance': 676.16}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'SCL', 'airline': 'G3', 'distance': 2614.08}]"
JPA,FEN,Presidente Castro Pinto International Airport,Fernando de Noronha Airport,JPA → MCZ → REC → FEN,4,2,1009.5,460.44,0.456,"G3, AD","[{'from': 'JPA', 'to': 'MCZ', 'airline': 'G3', 'distance': 278.85}, {'from': 'MCZ', 'to': 'REC', 'airline': 'AD', 'distance': 181.09}, {'from': 'REC', 'to': 'FEN', 'airline': 'G3', 'distance': 549.56}]"
COR,TOW,Ingeniero Ambrosio Taravella Airport,Toledo Airport,COR → GRU → CWB → TOW,4,2,2778.83,1267.51,0.456,"G3, AD","[{'from': 'COR', 'to': 'GRU', 'airline': 'G3', 'distance': 1954.94}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
JFK,ERN,John F Kennedy International Airport,Eirunep� Airport,JFK → GRU → MAO → TFF → ERN,5,3,11557.96,5272.33,0.456,"G3, AD","[{'from': 'JFK', 'to': 'GRU', 'airline': 'G3', 'distance': 7663.98}, {'from': 'GRU', 'to': 'MAO', 'airline': 'G3', 'distance': 2697.46}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'ERN', 'airline': 'AD', 'distance': 676.16}]"
ERN,JFK,Eirunep� Airport,John F Kennedy International Airport,ERN → TFF → MAO → GRU → JFK,5,3,11557.96,5272.33,0.456,"G3, AD","[{'from': 'ERN', 'to': 'TFF', 'airline': 'AD', 'distance': 676.16}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'GRU', 'airline': 'G3', 'distance': 2697.46}, {'from': 'GRU', 'to': 'JFK', 'airline': 'G3', 'distance': 7663.98}]"
MIA,LIS,Miami International Airport,Humberto Delgado Airport (Lisbon Portela Airport),MIA → PUJ → BSB → VCP → LIS,5,3,14627.46,6677.17,0.456,"G3, AD","[{'from': 'MIA', 'to': 'PUJ', 'airline': 'G3', 'distance': 1466.3}, {'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LIS', 'airline': 'AD', 'distance': 7928.11}]"
